0,pr107.tsp,44610.9152930388,18.3768796920776,44610.9152930388,2.98589110374451,44303
1,pr124.tsp,60304.0344951666,29.9386131763458,60304.0344951666,4.6412456035614,59030
2,kroC100.tsp,21516.9879097098,33.8144409656525,21516.9879097098,3.29264950752258,20749
3,pr136.tsp,103265.283256007,191.386624336243,103265.283256007,7.53472399711609,96772
4,kroD100.tsp,22074.446235815,71.3080348968506,22074.446235815,4.24725341796875,21294
5,kroB150.tsp,26871.4726237902,326.98695063591,27244.5858450955,10.4588098526001,26130
6,pr152.tsp,75637.7700085679,157.981907606125,75637.7700085679,9.65959596633911,73682
7,ch150.tsp,6747.89987403606,105.761695861816,6747.89987403606,10.9565629959106,6528
8,kroE100.tsp,22960.5953501856,55.4055273532867,22960.5953501856,3.07348680496216,22068
9,pr144.tsp,58535.2217613722,163.910619497299,58535.2217613722,7.18915367126465,58537
10,bier127.tsp,120683.673731715,66.5675067901611,120517.363240703,5.54198837280273,118282
11,kroA150.tsp,27993.8577155698,215.846980810165,28055.2215769998,10.713586807251,26524
12,lin105.tsp,14826.613127803,56.9783217906952,14792.2038083944,4.38193774223328,14379
13,rat195.tsp,2383.70736310557,403.106094121933,2386.4528821969,21.3465440273285,2323
14,ch130.tsp,6593.25516981387,102.484424114227,6585.95965826017,6.24031829833984,6110
16,kroB100.tsp,22406.4633054145,46.4684426784515,22406.4633054145,4.07454466819763,22141
17,kroA100.tsp,21852.6040727878,50.022040605545,21933.6880406059,3.18944048881531,21282
24,kroB200.tsp,30701.0161549938,494.102756977081,30794.3485682539,27.1332075595856,29437
26,ts225.tsp,130031.133898683,387.056199789047,130459.877487517,35.4691960811615,126643
28,u159.tsp,44772.9979518698,190.47533082962,44902.8180407842,11.7683145999908,42080
30,pr226.tsp,80374.2506732691,1133.215695858,81415.5059000977,42.666389465332,80369
31,kroA200.tsp,30064.0142840865,263.463155031204,30064.0142840865,30.9690020084381,29368
32,rd100.tsp,8370.12956044677,44.3792753219605,8342.32325797295,3.33535838127136,7910
33,pr76.tsp,109044.065216458,3.51393747329712,109044.065216458,1.52492642402649,108159
34,rat99.tsp,1272.36929464701,11.5454244613647,1276.21124062176,3.15214204788208,1211
35,eil76.tsp,570.066965448214,2.30357956886292,570.066965448214,1.36712694168091,538
36,st70.tsp,686.834480648491,1.43672633171082,686.834480648491,0.989513158798218,675
37,berlin52.tsp,7955.13679477558,0.433918237686157,7735.79838521768,0.448462009429932,7542
38,eil51.tsp,430.746455356803,1.09241199493408,433.985806394514,0.395411729812622,426
